,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount
1659,kerala,2020,4,Others,115082,65791020.57617174
1660,kerala,2021,1,Peer-to-peer payments,16209203,55336812492.74641
1661,kerala,2021,1,Merchant payments,16105923,10058436408.184261
1662,kerala,2021,1,Recharge & bill payments,9837385,3732534739.0436296
1663,kerala,2021,1,Financial Services,68012,69655547.76092248
1664,kerala,2021,1,Others,95819,63530974.15939384
1665,kerala,2021,2,Peer-to-peer payments,17026648,58152644526.04467
1666,kerala,2021,2,Merchant payments,16135060,11263178335.980885
1667,kerala,2021,2,Recharge & bill payments,13809151,4645548909.798975
1668,kerala,2021,2,Financial Services,88830,88370679.95309764
1669,kerala,2021,2,Others,131344,77063984.37888283
1670,kerala,2021,3,Merchant payments,25402350,17877677018.10737
1671,kerala,2021,3,Peer-to-peer payments,23378091,78598482305.73877
1672,kerala,2021,3,Recharge & bill payments,13979407,5008396079.412957
1673,kerala,2021,3,Financial Services,85730,101460242.2623948
1674,kerala,2021,3,Others,182688,100146127.60812962
1675,kerala,2021,4,Merchant payments,38574904,24589454633.018272
1676,kerala,2021,4,Peer-to-peer payments,29075528,92774490034.55844
1677,kerala,2021,4,Recharge & bill payments,13781815,5689390023.204552
1678,kerala,2021,4,Financial Services,108232,128238698.74055986
1679,kerala,2021,4,Others,283262,160563553.84187678
1680,kerala,2022,1,Merchant payments,47778743,28685388646.415367
1681,kerala,2022,1,Peer-to-peer payments,33089518,104623270223.31714
1682,kerala,2022,1,Recharge & bill payments,14042317,6373570715.969071
1683,kerala,2022,1,Financial Services,134370,158926455.91425735
1684,kerala,2022,1,Others,236017,147786423.0782508
1685,kerala,2022,2,Merchant payments,55730158,34395023155.77253
1686,kerala,2022,2,Peer-to-peer payments,35630060,112813716119.4625
1687,kerala,2022,2,Recharge & bill payments,14701207,7230489227.091859
1688,kerala,2022,2,Financial Services,110336,133436809.9132271
1689,kerala,2022,2,Others,193561,123664236.88435228
1690,kerala,2022,3,Merchant payments,64984061,37852759989.759125
1691,kerala,2022,3,Peer-to-peer payments,38774832,116414003145.11606
1692,kerala,2022,3,Recharge & bill payments,15289755,7709237374.351864
1693,kerala,2022,3,Financial Services,146673,162861560.07391134
1694,kerala,2022,3,Others,167583,121557246.12854591
1695,kerala,2022,4,Merchant payments,74647115,40607857085.646095
1696,kerala,2022,4,Peer-to-peer payments,42471676,124564727703.60559
1697,kerala,2022,4,Recharge & bill payments,15520670,8075692517.275558
1698,kerala,2022,4,Financial Services,164334,191307058.1462068
1699,kerala,2022,4,Others,156673,120224235.03622031
1700,ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818
1701,ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368
1702,ladakh,2018,1,Merchant payments,320,369327.62555241917
1703,ladakh,2018,1,Financial Services,132,274283.17576680594
1704,ladakh,2018,1,Others,335,194192.25581440225
1705,ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187
1706,ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231
1707,ladakh,2018,2,Merchant payments,724,1761366.2964342085
1708,ladakh,2018,2,Financial Services,151,127324.6279709443
1709,ladakh,2018,2,Others,393,390334.220462498
1710,ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115
1711,ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566
1712,ladakh,2018,3,Merchant payments,1168,2016579.2506718007
1713,ladakh,2018,3,Financial Services,84,69317.12287872119
1714,ladakh,2018,3,Others,343,242477.8532947429
1715,ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288
1716,ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421
1717,ladakh,2018,4,Merchant payments,1881,5082666.820758243
1718,ladakh,2018,4,Financial Services,142,94604.73391846984
1719,ladakh,2018,4,Others,599,1031858.4532022325
1720,ladakh,2019,1,Peer-to-peer payments,22076,139715922.1887053
1721,ladakh,2019,1,Recharge & bill payments,20014,7186109.182288248
1722,ladakh,2019,1,Merchant payments,3238,4967122.4999400275
1723,ladakh,2019,1,Financial Services,114,111851.02856430915
1724,ladakh,2019,1,Others,703,878916.0496292994
1725,ladakh,2019,2,Peer-to-peer payments,34202,240305709.92824298
1726,ladakh,2019,2,Recharge & bill payments,25357,10116773.366134495
1727,ladakh,2019,2,Merchant payments,8220,7726519.367758205
1728,ladakh,2019,2,Financial Services,86,113767.09768193656
1729,ladakh,2019,2,Others,907,992737.2376073576
1730,ladakh,2019,3,Peer-to-peer payments,43198,303596367.67958534
1731,ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334
1732,ladakh,2019,3,Merchant payments,6963,8096082.971229901
1733,ladakh,2019,3,Financial Services,48,148633.29469977494
1734,ladakh,2019,3,Others,696,1233697.1268589406
1735,ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786
1736,ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112
1737,ladakh,2019,4,Merchant payments,6522,8717893.899929387
1738,ladakh,2019,4,Financial Services,46,162760.63254625077
1739,ladakh,2019,4,Others,576,1253584.887304229
1740,ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
1741,ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
1742,ladakh,2020,1,Merchant payments,14264,13338124.271892821
1743,ladakh,2020,1,Financial Services,204,583108.9455483773
1744,ladakh,2020,1,Others,590,1155879.120674257
1745,ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995
1746,ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045
1747,ladakh,2020,2,Merchant payments,15132,19679330.186414924
1748,ladakh,2020,2,Financial Services,337,786069.1630768818
1749,ladakh,2020,2,Others,490,490894.93818109273
1750,ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
1751,ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
1752,ladakh,2020,3,Merchant payments,36861,40538778.75651745
1753,ladakh,2020,3,Financial Services,621,2334917.7832646337
1754,ladakh,2020,3,Others,772,900013.678666259
1755,ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123
1756,ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451
1757,ladakh,2020,4,Merchant payments,83868,77511378.30739444
1758,ladakh,2020,4,Financial Services,729,1965054.5898611392
1759,ladakh,2020,4,Others,1822,2486922.4041473325
1760,ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
1761,ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
1762,ladakh,2021,1,Merchant payments,58875,74977913.47237433
1763,ladakh,2021,1,Financial Services,629,1455016.148284281
1764,ladakh,2021,1,Others,1298,1527565.0627209258
1765,ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
1766,ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
1767,ladakh,2021,2,Merchant payments,92078,119608470.0411553
1768,ladakh,2021,2,Financial Services,755,1756762.1471181023
1769,ladakh,2021,2,Others,1607,2094729.0180191218
1770,ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
1771,ladakh,2021,3,Merchant payments,135108,233260756.5088715
1772,ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
1773,ladakh,2021,3,Financial Services,900,1911625.5446910746
1774,ladakh,2021,3,Others,2204,2751201.9371823343
1775,ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
1776,ladakh,2021,4,Merchant payments,169110,284786365.9296017
1777,ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
1778,ladakh,2021,4,Financial Services,912,3068708.947120995
1779,ladakh,2021,4,Others,2438,2847620.2425241945
1780,ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183
1781,ladakh,2022,1,Merchant payments,167100,279354508.988595
1782,ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926
1783,ladakh,2022,1,Financial Services,1247,2023327.6779848374
1784,ladakh,2022,1,Others,2141,2217102.222236882
1785,ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109
1786,ladakh,2022,2,Merchant payments,346146,508439376.68091977
1787,ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025
1788,ladakh,2022,2,Financial Services,1585,2487560.1853386
1789,ladakh,2022,2,Others,2476,2235180.8584825676
1790,ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514
1791,ladakh,2022,3,Merchant payments,367022,551472983.879604
1792,ladakh,2022,3,Recharge & bill payments,160269,94288872.34747365
1793,ladakh,2022,3,Financial Services,1555,1815866.8961950848
1794,ladakh,2022,3,Others,2116,1892134.7520804727
1795,ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546
1796,ladakh,2022,4,Merchant payments,382456,462189599.28430265
1797,ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228
1798,ladakh,2022,4,Financial Services,1248,1198715.2123450316
1799,ladakh,2022,4,Others,1616,1273495.592982805
1800,lakshadweep,2018,1,Peer-to-peer payments,423,1860278.2784597143
1801,lakshadweep,2018,1,Recharge & bill payments,342,61432.04938505074
1802,lakshadweep,2018,1,Merchant payments,5,590.7505138175776
1803,lakshadweep,2018,1,Others,8,6310.102519157715
1804,lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.079919379
1805,lakshadweep,2018,2,Recharge & bill payments,750,353202.7988510042
1806,lakshadweep,2018,2,Merchant payments,42,64568.47789279556
1807,lakshadweep,2018,2,Financial Services,6,9134.413223158994
1808,lakshadweep,2018,2,Others,19,3780.7695141997474
1809,lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74488305
1810,lakshadweep,2018,3,Recharge & bill payments,760,300978.32420203416
1811,lakshadweep,2018,3,Merchant payments,87,94046.43333034206
1812,lakshadweep,2018,3,Others,15,17958.809570422687
1813,lakshadweep,2018,4,Recharge & bill payments,792,351201.0879000404
1814,lakshadweep,2018,4,Peer-to-peer payments,689,3841230.430870924
1815,lakshadweep,2018,4,Merchant payments,144,262079.85573632165
1816,lakshadweep,2018,4,Financial Services,6,389.8932323919954
1817,lakshadweep,2018,4,Others,11,8312.430483153179
1818,lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.368536929
1819,lakshadweep,2019,1,Recharge & bill payments,1173,353870.52398354514
1820,lakshadweep,2019,1,Merchant payments,113,183062.1455975621
1821,lakshadweep,2019,1,Others,12,27795.441220958
1822,lakshadweep,2019,2,Recharge & bill payments,1448,436735.1684614296
1823,lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.117788196
1824,lakshadweep,2019,2,Merchant payments,137,190716.5411561734
1825,lakshadweep,2019,2,Others,23,12340.30958308919
1826,lakshadweep,2019,3,Recharge & bill payments,1528,503049.2411913635
1827,lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.862948446
1828,lakshadweep,2019,3,Merchant payments,111,215159.68119447335
1829,lakshadweep,2019,3,Others,10,10278.678434187355
1830,lakshadweep,2019,4,Recharge & bill payments,1801,618155.9004644766
1831,lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.246670496
1832,lakshadweep,2019,4,Merchant payments,188,211413.62244321496
1833,lakshadweep,2019,4,Financial Services,2,34.39721181625656
1834,lakshadweep,2019,4,Others,21,56896.23813384895
1835,lakshadweep,2020,1,Recharge & bill payments,2684,789255.2646123999
1836,lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.261836832
1837,lakshadweep,2020,1,Merchant payments,387,216594.03077193064
1838,lakshadweep,2020,1,Others,12,33192.017283045374
1839,lakshadweep,2020,2,Recharge & bill payments,4497,1061694.138574572
1840,lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.188911092
1841,lakshadweep,2020,2,Merchant payments,472,971609.4583537823
1842,lakshadweep,2020,2,Financial Services,60,158593.59701229632
1843,lakshadweep,2020,2,Others,15,32419.703092655054
1844,lakshadweep,2020,3,Recharge & bill payments,4696,1186947.553816269
1845,lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.618742835
1846,lakshadweep,2020,3,Merchant payments,903,842981.169451366
1847,lakshadweep,2020,3,Financial Services,27,45457.50970027798
1848,lakshadweep,2020,3,Others,17,42055.45694608544
1849,lakshadweep,2020,4,Recharge & bill payments,5187,1499298.1127799235
1850,lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.245665
1851,lakshadweep,2020,4,Merchant payments,1668,1227101.6378793938
1852,lakshadweep,2020,4,Financial Services,22,13968.7539965527
1853,lakshadweep,2020,4,Others,32,86826.16675951776
1854,lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.017422147
1855,lakshadweep,2021,1,Recharge & bill payments,3541,1070209.4218526704
1856,lakshadweep,2021,1,Merchant payments,1537,1040213.7953898906
1857,lakshadweep,2021,1,Financial Services,19,15929.095105497145
1858,lakshadweep,2021,1,Others,46,92715.5843109472
1859,lakshadweep,2021,2,Recharge & bill payments,5499,1745295.828077295
1860,lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49366483
1861,lakshadweep,2021,2,Merchant payments,1743,1525331.9146529401
1862,lakshadweep,2021,2,Financial Services,29,15052.018496008179
1863,lakshadweep,2021,2,Others,44,101366.40306045809
1864,lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.520169854
1865,lakshadweep,2021,3,Recharge & bill payments,5153,1700287.4734963956
1866,lakshadweep,2021,3,Merchant payments,2450,2750367.063028222
1867,lakshadweep,2021,3,Financial Services,48,137227.35390598275
1868,lakshadweep,2021,3,Others,32,73174.28816768769
1869,lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86120765
1870,lakshadweep,2021,4,Recharge & bill payments,5355,2093901.2918026838
1871,lakshadweep,2021,4,Merchant payments,2872,4071239.087436496
1872,lakshadweep,2021,4,Financial Services,27,19994.541946360278
1873,lakshadweep,2021,4,Others,62,116381.74598782149
1874,lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.56835763
1875,lakshadweep,2022,1,Recharge & bill payments,5334,2322580.1695599537
1876,lakshadweep,2022,1,Merchant payments,3048,3838358.3586293925
1877,lakshadweep,2022,1,Financial Services,39,38274.22628876488
1878,lakshadweep,2022,1,Others,63,149355.3310943247
1879,lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.04746901
1880,lakshadweep,2022,2,Recharge & bill payments,5366,2386144.714677198
1881,lakshadweep,2022,2,Merchant payments,3602,4895657.060086848
1882,lakshadweep,2022,2,Financial Services,59,87127.8249489804
1883,lakshadweep,2022,2,Others,51,108944.34272364664
1884,lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.82575238
1885,lakshadweep,2022,3,Recharge & bill payments,4441,1936538.3067545425
1886,lakshadweep,2022,3,Merchant payments,3142,5469200.646094429
1887,lakshadweep,2022,3,Financial Services,64,63629.88416689246
1888,lakshadweep,2022,3,Others,61,81636.9547320153
1889,lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0033243
1890,lakshadweep,2022,4,Recharge & bill payments,4557,2024739.1542023947
1891,lakshadweep,2022,4,Merchant payments,3819,5250991.002376802
1892,lakshadweep,2022,4,Financial Services,35,26453.0247779254
1893,lakshadweep,2022,4,Others,50,61304.43025482374
1894,madhya-pradesh,2018,1,Recharge & bill payments,4404190,667057311.4560372
1895,madhya-pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.551903
1896,madhya-pradesh,2018,1,Financial Services,230519,43374288.98373023
1897,madhya-pradesh,2018,1,Merchant payments,196394,170119673.71275404
1898,madhya-pradesh,2018,1,Others,346002,210261540.7414958
1899,madhya-pradesh,2018,2,Recharge & bill payments,5324535,1132090445.8903365
1900,madhya-pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.492638
1901,madhya-pradesh,2018,2,Merchant payments,397135,339308203.1707404
1902,madhya-pradesh,2018,2,Financial Services,305553,53860331.805742756
1903,madhya-pradesh,2018,2,Others,264797,243218603.31985626
1904,madhya-pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.544342
1905,madhya-pradesh,2018,3,Recharge & bill payments,5733261,1367773856.6756551
1906,madhya-pradesh,2018,3,Merchant payments,784995,465390819.59013355
1907,madhya-pradesh,2018,3,Financial Services,359440,46120458.63885434
1908,madhya-pradesh,2018,3,Others,260780,212770861.22341695
1909,madhya-pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.90544
1910,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
1911,madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.9278035
1912,madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926
1913,madhya-pradesh,2018,4,Others,297532,259296894.03827757
1914,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
1915,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
1916,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.3501081
1917,madhya-pradesh,2019,1,Financial Services,290838,28901169.292499043
1918,madhya-pradesh,2019,1,Others,315553,239879105.5972368
1919,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
1920,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
1921,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155
1922,madhya-pradesh,2019,2,Financial Services,149197,18869661.513485767
1923,madhya-pradesh,2019,2,Others,451751,313802065.4154737
1924,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
1925,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742
1926,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834
1927,madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132
1928,madhya-pradesh,2019,3,Others,466385,278578703.0441117
1929,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
1930,madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935
1931,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016
1932,madhya-pradesh,2019,4,Financial Services,127116,24020060.932133198
1933,madhya-pradesh,2019,4,Others,392270,190456045.32494444
1934,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
1935,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793
1936,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
1937,madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
1938,madhya-pradesh,2020,1,Others,351379,170790656.30339786
1939,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
1940,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
1941,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
1942,madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
1943,madhya-pradesh,2020,2,Others,215376,104956802.17437972
1944,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
1945,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
1946,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
1947,madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
1948,madhya-pradesh,2020,3,Others,316321,144259293.31583393
1949,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
1950,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
1951,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
1952,madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
1953,madhya-pradesh,2020,4,Others,487537,264996097.6059612
1954,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
1955,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
1956,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
1957,madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
1958,madhya-pradesh,2021,1,Others,445569,274786748.1299523
1959,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
1960,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
1961,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
1962,madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
1963,madhya-pradesh,2021,2,Others,526333,317753606.01156956
1964,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
1965,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
1966,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
1967,madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
1968,madhya-pradesh,2021,3,Others,742972,408508699.4365407
1969,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
1970,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
1971,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
1972,madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
1973,madhya-pradesh,2021,4,Others,996331,568617375.5894115
1974,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
1975,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
1976,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
1977,madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
1978,madhya-pradesh,2022,1,Others,909453,495513514.75128734
1979,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
1980,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
1981,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
1982,madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
1983,madhya-pradesh,2022,2,Others,713506,381178326.32090586
1984,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
1985,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
1986,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
1987,madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
1988,madhya-pradesh,2022,3,Others,750665,442608716.71893203
1989,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
1990,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
1991,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
1992,madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
1993,madhya-pradesh,2022,4,Others,785003,521508120.7286146
1994,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
1995,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
1996,maharashtra,2018,1,Merchant payments,616779,576964070.7366859
1997,maharashtra,2018,1,Financial Services,235051,60997258.060299724
1998,maharashtra,2018,1,Others,637197,506188032.9539564
1999,maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
2000,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
2001,maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
2002,maharashtra,2018,2,Financial Services,262875,85545909.43528841
2003,maharashtra,2018,2,Others,559987,536758077.84638786
2004,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
2005,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
2006,maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
2007,maharashtra,2018,3,Financial Services,234598,52348968.006728604
2008,maharashtra,2018,3,Others,664880,492227795.6386977
2009,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
2010,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
2011,maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
2012,maharashtra,2018,4,Financial Services,325121,77345546.53012432
2013,maharashtra,2018,4,Others,821705,621519669.4818641
2014,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
2015,maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
2016,maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
2017,maharashtra,2019,1,Financial Services,287569,49487746.20873056
2018,maharashtra,2019,1,Others,821624,569019903.8604956
2019,maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
2020,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
2021,maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
2022,maharashtra,2019,2,Financial Services,182840,45291636.10507481
2023,maharashtra,2019,2,Others,1170993,765228265.7976472
2024,maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
2025,maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
2026,maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
2027,maharashtra,2019,3,Financial Services,231467,54108447.39407451
2028,maharashtra,2019,3,Others,1519376,814284077.8637518
2029,maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
2030,maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
2031,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
2032,maharashtra,2019,4,Financial Services,129755,49622863.824426055
2033,maharashtra,2019,4,Others,1501192,672210824.9770112
2034,maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
2035,maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
2036,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
2037,maharashtra,2020,1,Financial Services,123476,91363684.1276232
2038,maharashtra,2020,1,Others,1215959,558931962.876125
2039,maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
2040,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
2041,maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
2042,maharashtra,2020,2,Financial Services,206461,211733275.7829895
2043,maharashtra,2020,2,Others,466502,242917371.3033281
2044,maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
2045,maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
2046,maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
2047,maharashtra,2020,3,Financial Services,325453,333669599.61883616
2048,maharashtra,2020,3,Others,658737,331024593.0721529
2049,maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
2050,maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
2051,maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
2052,maharashtra,2020,4,Financial Services,398409,418399992.5395771
2053,maharashtra,2020,4,Others,1078433,627692680.4078207
2054,maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2055,maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2056,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2057,maharashtra,2021,1,Financial Services,439551,492900202.68315214
2058,maharashtra,2021,1,Others,966668,630909553.4508264
2059,maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
2060,maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
2061,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
2062,maharashtra,2021,2,Financial Services,504252,536780917.0359157
2063,maharashtra,2021,2,Others,1094842,699738247.6695637
2064,maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
2065,maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
2066,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
2067,maharashtra,2021,3,Financial Services,448646,579098938.658318
2068,maharashtra,2021,3,Others,1477851,873324624.1826177
2069,maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
2070,maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
2071,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
2072,maharashtra,2021,4,Financial Services,606265,707102765.3058928
2073,maharashtra,2021,4,Others,1918093,1188658731.1175365
2074,maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
2075,maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
2076,maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
2077,maharashtra,2022,1,Financial Services,583243,677612619.2786882
2078,maharashtra,2022,1,Others,1758926,1084139453.7274752
2079,maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
