index,State,Year,Quater,District,Transaction_count,Transaction_amount
8626,mizoram,2018,2,lunglei district,3249,6814747.054434758
8627,mizoram,2018,2,mamit district,1813,10477582.990376014
8628,mizoram,2018,2,lawngtlai district,627,1375226.7520610169
8629,mizoram,2018,2,kolasib district,2092,5117340.437229811
8630,mizoram,2018,2,champhai district,834,2204311.92373675
8631,mizoram,2018,2,saiha district,846,5346759.668342534
8632,mizoram,2018,3,serchhip district,2133,6572902.580575922
8633,mizoram,2018,3,aizawl district,24199,72031541.21772185
8634,mizoram,2018,3,lunglei district,4716,12189472.093972277
8635,mizoram,2018,3,mamit district,2247,5446959.531490731
8636,mizoram,2018,3,lawngtlai district,1231,3422241.331497662
8637,mizoram,2018,3,kolasib district,2631,6563816.625400645
8638,mizoram,2018,3,champhai district,1099,4369317.524420092
8639,mizoram,2018,3,saiha district,1060,6004487.220311114
8640,mizoram,2018,4,serchhip district,2830,9311124.6379363
8641,mizoram,2018,4,aizawl district,31828,114757156.94931006
8642,mizoram,2018,4,lunglei district,6349,20867419.800037555
8643,mizoram,2018,4,mamit district,4168,12100776.511940831
8644,mizoram,2018,4,lawngtlai district,2341,5862745.984908307
8645,mizoram,2018,4,kolasib district,4701,13882638.975375153
8646,mizoram,2018,4,champhai district,1726,6092672.776851988
8647,mizoram,2018,4,saiha district,1299,7552316.893169428
8648,mizoram,2019,1,serchhip district,2964,9972286.162915044
8649,mizoram,2019,1,aizawl district,40608,125499167.4513055
8650,mizoram,2019,1,lunglei district,8092,24562628.04677686
8651,mizoram,2019,1,mamit district,5400,15141345.457853137
8652,mizoram,2019,1,lawngtlai district,3749,12077236.041769966
8653,mizoram,2019,1,kolasib district,5590,15775791.308525538
8654,mizoram,2019,1,champhai district,1865,6683655.297350604
8655,mizoram,2019,1,saiha district,2038,8448785.630905889
8656,mizoram,2019,2,serchhip district,2917,10740915.810445426
8657,mizoram,2019,2,aizawl district,45257,147150855.43357453
8658,mizoram,2019,2,lunglei district,8919,29564431.131805927
8659,mizoram,2019,2,mamit district,5047,15936975.402700387
8660,mizoram,2019,2,lawngtlai district,4502,12828264.165793028
8661,mizoram,2019,2,kolasib district,5077,15941097.796656493
8662,mizoram,2019,2,champhai district,2055,7970010.188288981
8663,mizoram,2019,2,saiha district,1897,7884158.20574963
8664,mizoram,2019,3,serchhip district,4389,12447829.176727356
8665,mizoram,2019,3,aizawl district,54796,162632861.96810922
8666,mizoram,2019,3,lunglei district,13305,34090897.89113889
8667,mizoram,2019,3,mamit district,6296,14161494.187527731
8668,mizoram,2019,3,lawngtlai district,6097,14593963.455838619
8669,mizoram,2019,3,kolasib district,6977,17976086.411676798
8670,mizoram,2019,3,champhai district,3512,12151523.038879696
8671,mizoram,2019,3,saiha district,2722,10739243.821443643
8672,mizoram,2019,4,serchhip district,5889,15064874.565576479
8673,mizoram,2019,4,aizawl district,68532,215337713.34849542
8674,mizoram,2019,4,lunglei district,15344,42919898.6938625
8675,mizoram,2019,4,mamit district,8468,16925628.21634368
8676,mizoram,2019,4,lawngtlai district,8069,22279514.789250825
8677,mizoram,2019,4,kolasib district,11051,24470971.73397691
8678,mizoram,2019,4,champhai district,4878,17885681.11019664
8679,mizoram,2019,4,saiha district,3008,13805068.176785678
8680,mizoram,2020,1,serchhip district,7512,15256865.240079906
8681,mizoram,2020,1,aizawl district,78597,215534588.05424356
8682,mizoram,2020,1,lunglei district,19703,47052524.734837465
8683,mizoram,2020,1,mamit district,12136,21524123.962646015
8684,mizoram,2020,1,lawngtlai district,13887,31918357.190269426
8685,mizoram,2020,1,kolasib district,11386,26364756.939303115
8686,mizoram,2020,1,champhai district,6269,19712814.749991663
8687,mizoram,2020,1,saiha district,4119,14713548.478265904
8688,mizoram,2020,2,serchhip district,10425,19459795.690984454
8689,mizoram,2020,2,aizawl district,93369,238637352.52940086
8690,mizoram,2020,2,lunglei district,27260,60375778.328148104
8691,mizoram,2020,2,mamit district,15352,24755549.964956302
8692,mizoram,2020,2,lawngtlai district,22369,44085859.538810775
8693,mizoram,2020,2,kolasib district,14432,29350410.444769997
8694,mizoram,2020,2,champhai district,8480,20817381.347150296
8695,mizoram,2020,2,saiha district,6775,19711305.598098427
8696,mizoram,2020,3,serchhip district,10351,25197852.93925553
8697,mizoram,2020,3,aizawl district,136460,413175918.97011656
8698,mizoram,2020,3,lunglei district,30971,83270436.83501583
8699,mizoram,2020,3,mamit district,17199,28176447.030524082
8700,mizoram,2020,3,lawngtlai district,25540,62210090.16784428
8701,mizoram,2020,3,kolasib district,15789,35985260.690991834
8702,mizoram,2020,3,champhai district,11286,35131298.73356742
8703,mizoram,2020,3,saiha district,7107,24796870.137284856
8704,mizoram,2020,4,serchhip district,14804,39531569.17092189
8705,mizoram,2020,4,aizawl district,166039,532069401.3249176
8706,mizoram,2020,4,lunglei district,41847,117007241.0363552
8707,mizoram,2020,4,mamit district,21383,48253980.828914225
8708,mizoram,2020,4,lawngtlai district,32803,102209937.65580332
8709,mizoram,2020,4,kolasib district,21149,56473537.93676706
8710,mizoram,2020,4,champhai district,15587,50140873.98671983
8711,mizoram,2020,4,saiha district,8995,40835573.753559604
8712,mizoram,2021,1,serchhip district,12877,42644166.311948836
8713,mizoram,2021,1,aizawl district,182220,609359098.2421973
8714,mizoram,2021,1,lunglei district,40131,133262456.0307964
8715,mizoram,2021,1,mamit district,18670,51226307.47618229
8716,mizoram,2021,1,lawngtlai district,31658,106154307.36708316
8717,mizoram,2021,1,kolasib district,22212,71207105.1965721
8718,mizoram,2021,1,champhai district,13769,51873702.94129371
8719,mizoram,2021,1,saiha district,8038,35378443.37986354
8720,mizoram,2021,2,serchhip district,15664,39541209.17776598
8721,mizoram,2021,2,aizawl district,222893,635733236.9899334
8722,mizoram,2021,2,lunglei district,46084,125798685.12915294
8723,mizoram,2021,2,mamit district,20464,51797964.37426141
8724,mizoram,2021,2,lawngtlai district,38779,110575273.85365936
8725,mizoram,2021,2,kolasib district,23910,66068598.117042184
8726,mizoram,2021,2,champhai district,15913,52313277.17825453
8727,mizoram,2021,2,saiha district,10633,41046228.48202239
8728,mizoram,2021,3,serchhip district,19902,54838260.2224697
8729,mizoram,2021,3,aizawl district,276340,865537331.9432542
8730,mizoram,2021,3,lunglei district,55054,157303231.44253838
8731,mizoram,2021,3,mamit district,22878,65856355.67206964
8732,mizoram,2021,3,lawngtlai district,44431,130625157.50867543
8733,mizoram,2021,3,kolasib district,30064,84157970.6374866
8734,mizoram,2021,3,champhai district,18678,71974971.0552853
8735,mizoram,2021,3,saiha district,11182,43455371.73017335
8736,mizoram,2021,4,serchhip district,21092,58127189.330209725
8737,mizoram,2021,4,aizawl district,317555,1021257676.3595349
8738,mizoram,2021,4,lunglei district,62996,193267816.72749364
8739,mizoram,2021,4,mamit district,28553,76910208.12744261
8740,mizoram,2021,4,lawngtlai district,47572,152734951.83765793
8741,mizoram,2021,4,kolasib district,37950,113743718.86428112
8742,mizoram,2021,4,champhai district,25625,100501231.3416473
8743,mizoram,2021,4,saiha district,11986,54122948.934775494
8744,mizoram,2022,1,serchhip district,25542,73577504.13530782
8745,mizoram,2022,1,aizawl district,341192,1081700361.9959884
8746,mizoram,2022,1,lunglei district,70118,225762310.6230601
8747,mizoram,2022,1,mamit district,31141,85615813.92389987
8748,mizoram,2022,1,lawngtlai district,52546,177710904.92789966
8749,mizoram,2022,1,kolasib district,41730,131565353.72167373
8750,mizoram,2022,1,champhai district,28284,104778862.41112824
8751,mizoram,2022,1,saiha district,14364,64447851.87228675
8752,mizoram,2022,2,serchhip district,24248,72294618.64313027
8753,mizoram,2022,2,aizawl district,364786,1137178791.3961444
8754,mizoram,2022,2,lunglei district,71974,216551898.04095763
8755,mizoram,2022,2,mamit district,35643,98025373.52449822
8756,mizoram,2022,2,lawngtlai district,55575,178078191.45037478
8757,mizoram,2022,2,kolasib district,44824,125315221.5086985
8758,mizoram,2022,2,champhai district,30607,103805199.37272805
8759,mizoram,2022,2,saiha district,16320,71937273.17240411
8760,mizoram,2022,3,serchhip district,23168,65622336.99787671
8761,mizoram,2022,3,aizawl district,383546,1129120156.9892113
8762,mizoram,2022,3,lunglei district,81428,231838246.93491793
8763,mizoram,2022,3,mamit district,32604,88879142.37748808
8764,mizoram,2022,3,lawngtlai district,52771,160991694.95874986
8765,mizoram,2022,3,kolasib district,44830,121251949.18563816
8766,mizoram,2022,3,champhai district,25701,86209300.03437018
8767,mizoram,2022,3,saiha district,14990,62352784.58970161
8768,mizoram,2022,4,serchhip district,25172,71431982.54694104
8769,mizoram,2022,4,aizawl district,360350,1054341698.8459929
8770,mizoram,2022,4,lunglei district,99571,275164384.7691406
8771,mizoram,2022,4,mamit district,39889,111490213.09424148
8772,mizoram,2022,4,lawngtlai district,60120,176322495.4134693
8773,mizoram,2022,4,kolasib district,55854,157046232.3046887
8774,mizoram,2022,4,champhai district,33252,110073440.44820769
8775,mizoram,2022,4,saiha district,19566,82040637.84033793
8776,nagaland,2018,1,mon district,1851,2962723.1216541342
8777,nagaland,2018,1,phek district,1397,1347986.0495203384
8778,nagaland,2018,1,longleng district,605,547262.5934366982
8779,nagaland,2018,1,mokokchung district,3428,5653655.116717219
8780,nagaland,2018,1,kiphire district,255,558831.611179116
8781,nagaland,2018,1,kohima district,11070,20744033.408631545
8782,nagaland,2018,1,tuensang district,1861,2939509.973736079
8783,nagaland,2018,1,peren district,587,1228042.9089448638
8784,nagaland,2018,1,dimapur district,18449,38330087.582417
8785,nagaland,2018,1,zunheboto district,1700,1750900.6459182375
8786,nagaland,2018,1,wokha district,1642,1942858.0739698592
8787,nagaland,2018,2,mon district,2652,5592193.661835907
8788,nagaland,2018,2,phek district,2058,3265939.4166390533
8789,nagaland,2018,2,longleng district,526,606015.5837374015
8790,nagaland,2018,2,mokokchung district,4472,6880664.952623585
8791,nagaland,2018,2,kiphire district,497,1392292.112173449
8792,nagaland,2018,2,kohima district,14759,41958069.334260106
8793,nagaland,2018,2,tuensang district,2914,5272196.387110953
8794,nagaland,2018,2,peren district,1151,3132544.259220087
8795,nagaland,2018,2,dimapur district,31758,78472133.75014433
8796,nagaland,2018,2,zunheboto district,1961,3800720.2210925473
8797,nagaland,2018,2,wokha district,2851,2952808.201464099
8798,nagaland,2018,3,mon district,4368,10680645.611665618
8799,nagaland,2018,3,phek district,2951,4193127.0654867776
8800,nagaland,2018,3,longleng district,529,941537.1576544917
8801,nagaland,2018,3,mokokchung district,7245,14438372.118668642
8802,nagaland,2018,3,kiphire district,1527,1911400.518954896
8803,nagaland,2018,3,kohima district,20678,62621606.402096175
8804,nagaland,2018,3,tuensang district,4657,8672814.868232306
8805,nagaland,2018,3,peren district,1349,3565504.3902161866
8806,nagaland,2018,3,dimapur district,44383,122676685.88107637
8807,nagaland,2018,3,zunheboto district,3370,6042931.988762021
8808,nagaland,2018,3,wokha district,3314,6048116.93383928
8809,nagaland,2018,4,mon district,7966,25315124.34343365
8810,nagaland,2018,4,phek district,3615,6547794.25416629
8811,nagaland,2018,4,longleng district,907,1946732.363531557
8812,nagaland,2018,4,mokokchung district,10673,21026422.570598673
8813,nagaland,2018,4,kiphire district,2008,3577703.4535531667
8814,nagaland,2018,4,kohima district,28604,84867917.08908927
8815,nagaland,2018,4,tuensang district,5518,14443409.698866291
8816,nagaland,2018,4,peren district,2071,6712394.6749083325
8817,nagaland,2018,4,dimapur district,68046,202172094.6763664
8818,nagaland,2018,4,zunheboto district,4966,12449027.885359714
8819,nagaland,2018,4,wokha district,4959,8954846.535749527
8820,nagaland,2019,1,mon district,9694,32110056.274005987
8821,nagaland,2019,1,phek district,5062,12361140.846022058
8822,nagaland,2019,1,longleng district,1593,2777167.98784134
8823,nagaland,2019,1,mokokchung district,11808,22421067.66638949
8824,nagaland,2019,1,kiphire district,2103,4550857.60564944
8825,nagaland,2019,1,kohima district,34373,93498426.90985829
8826,nagaland,2019,1,tuensang district,5962,15964521.798527543
8827,nagaland,2019,1,peren district,2689,6473296.665928305
8828,nagaland,2019,1,dimapur district,80741,222202606.82928655
8829,nagaland,2019,1,zunheboto district,8860,16471426.45522037
8830,nagaland,2019,1,wokha district,5694,13111143.37360057
8831,nagaland,2019,2,mon district,10564,30077446.323373545
8832,nagaland,2019,2,phek district,5232,11255799.070045212
8833,nagaland,2019,2,longleng district,1530,3480572.778610671
8834,nagaland,2019,2,mokokchung district,11894,28979287.99164507
8835,nagaland,2019,2,kiphire district,2784,6816990.793895305
8836,nagaland,2019,2,kohima district,35959,102757262.27285326
8837,nagaland,2019,2,tuensang district,6027,16464089.793604637
8838,nagaland,2019,2,peren district,2715,6719423.986701602
8839,nagaland,2019,2,dimapur district,86518,258070892.01001915
8840,nagaland,2019,2,zunheboto district,19752,43001192.88793166
8841,nagaland,2019,2,wokha district,5778,12443724.249822928
8842,nagaland,2019,3,mon district,17134,36965971.955441214
8843,nagaland,2019,3,phek district,8985,20348950.00705442
8844,nagaland,2019,3,longleng district,2839,5855246.426887816
8845,nagaland,2019,3,mokokchung district,17903,35622564.400276825
8846,nagaland,2019,3,kiphire district,4847,7311019.911698776
8847,nagaland,2019,3,kohima district,50183,133224817.54316024
8848,nagaland,2019,3,tuensang district,9274,19613846.131520323
8849,nagaland,2019,3,peren district,4277,8062310.434825074
8850,nagaland,2019,3,dimapur district,117140,307103749.65803885
8851,nagaland,2019,3,zunheboto district,20054,60553998.319401294
8852,nagaland,2019,3,wokha district,9242,16293996.925105993
8853,nagaland,2019,4,mon district,23615,52231884.395646855
8854,nagaland,2019,4,phek district,11054,24095426.02126249
8855,nagaland,2019,4,longleng district,3517,7854502.106059718
8856,nagaland,2019,4,mokokchung district,21048,44939725.57083222
8857,nagaland,2019,4,kiphire district,5522,11787954.886359874
8858,nagaland,2019,4,kohima district,58317,160227363.64728707
8859,nagaland,2019,4,tuensang district,11148,25427823.369834743
8860,nagaland,2019,4,peren district,5148,10804065.561619181
8861,nagaland,2019,4,dimapur district,142922,401874104.2973213
8862,nagaland,2019,4,zunheboto district,23374,73875655.63763416
8863,nagaland,2019,4,wokha district,11505,21418632.85491927
8864,nagaland,2020,1,mon district,28668,56777615.99405684
8865,nagaland,2020,1,phek district,13124,24135509.70029243
8866,nagaland,2020,1,longleng district,4576,8570430.18028273
8867,nagaland,2020,1,mokokchung district,22949,46458137.86198041
8868,nagaland,2020,1,kiphire district,8571,15127296.52352846
8869,nagaland,2020,1,kohima district,68246,160485650.56697804
8870,nagaland,2020,1,tuensang district,13234,29281215.251009904
8871,nagaland,2020,1,peren district,6691,10449509.21674379
8872,nagaland,2020,1,dimapur district,185428,497123725.474146
8873,nagaland,2020,1,zunheboto district,12812,23929943.338847376
8874,nagaland,2020,1,wokha district,13752,22440994.626501698
8875,nagaland,2020,2,mon district,42193,72681549.71193531
8876,nagaland,2020,2,phek district,21862,39562622.89144808
8877,nagaland,2020,2,longleng district,8262,14490014.337710015
8878,nagaland,2020,2,mokokchung district,34034,59551064.18105075
8879,nagaland,2020,2,kiphire district,11097,21770604.465474278
8880,nagaland,2020,2,kohima district,98852,235056409.18486094
8881,nagaland,2020,2,tuensang district,19823,47286166.881044514
8882,nagaland,2020,2,peren district,11337,17709802.025017656
8883,nagaland,2020,2,dimapur district,232533,564581175.022531
8884,nagaland,2020,2,zunheboto district,18146,34250745.54624535
8885,nagaland,2020,2,wokha district,19427,30734350.100484923
8886,nagaland,2020,3,mon district,53050,85955858.55902226
8887,nagaland,2020,3,phek district,26004,53114140.440056756
8888,nagaland,2020,3,longleng district,10017,19598582.179873697
8889,nagaland,2020,3,mokokchung district,43164,83590575.72604279
8890,nagaland,2020,3,kiphire district,12462,29101447.582055062
8891,nagaland,2020,3,kohima district,149404,438659891.11601055
8892,nagaland,2020,3,tuensang district,25719,59266466.87175438
8893,nagaland,2020,3,peren district,13958,25258376.20171611
8894,nagaland,2020,3,dimapur district,352179,1122771447.128912
8895,nagaland,2020,3,zunheboto district,21556,44845371.93193043
8896,nagaland,2020,3,wokha district,28806,47486985.41741961
8897,nagaland,2020,4,mon district,51806,149055802.79705113
8898,nagaland,2020,4,phek district,28612,75169716.47521709
8899,nagaland,2020,4,longleng district,13202,34760738.476595946
8900,nagaland,2020,4,mokokchung district,48813,129158623.72713925
8901,nagaland,2020,4,kiphire district,12945,38345433.69615828
8902,nagaland,2020,4,kohima district,168861,528950655.29797715
8903,nagaland,2020,4,tuensang district,29583,92512403.56008914
8904,nagaland,2020,4,peren district,14947,37707510.79640248
8905,nagaland,2020,4,dimapur district,422501,1549414048.2654047
8906,nagaland,2020,4,zunheboto district,23475,60794471.32764541
8907,nagaland,2020,4,wokha district,33080,77215466.14300685
8908,nagaland,2021,1,mon district,43337,148431447.81181777
8909,nagaland,2021,1,phek district,24927,86311391.9301224
8910,nagaland,2021,1,longleng district,12009,34735822.64446311
8911,nagaland,2021,1,mokokchung district,43465,116937738.43409458
8912,nagaland,2021,1,kiphire district,10667,36122629.67675269
8913,nagaland,2021,1,kohima district,209442,611989486.3557233
8914,nagaland,2021,1,tuensang district,23643,84510754.52221692
8915,nagaland,2021,1,peren district,12322,33575965.56407318
8916,nagaland,2021,1,dimapur district,550985,1837044748.4900613
8917,nagaland,2021,1,zunheboto district,18219,51849616.04221482
8918,nagaland,2021,1,wokha district,26881,65940883.14165088
8919,nagaland,2021,2,mon district,51055,137641682.97031063
8920,nagaland,2021,2,phek district,31478,98158667.79913512
8921,nagaland,2021,2,longleng district,13528,39521626.841992125
8922,nagaland,2021,2,mokokchung district,63952,152031632.47756845
8923,nagaland,2021,2,kiphire district,12223,43311509.13928214
8924,nagaland,2021,2,kohima district,274137,694940464.6072702
8925,nagaland,2021,2,tuensang district,27199,84823658.15124774
8926,nagaland,2021,2,peren district,15860,42645682.011797145
8927,nagaland,2021,2,dimapur district,585389,1726249195.1688533
8928,nagaland,2021,2,zunheboto district,21747,54703199.48271288
8929,nagaland,2021,2,wokha district,34223,82266645.13170332
8930,nagaland,2021,3,mon district,56260,185806960.82773107
8931,nagaland,2021,3,phek district,36963,116637883.29609635
8932,nagaland,2021,3,longleng district,14691,44639115.38971553
8933,nagaland,2021,3,mokokchung district,59456,170603111.11593843
8934,nagaland,2021,3,kiphire district,14042,52234088.86802093
8935,nagaland,2021,3,kohima district,335522,874957891.8906745
8936,nagaland,2021,3,tuensang district,30653,109337195.97725664
8937,nagaland,2021,3,peren district,19756,57076677.27889877
8938,nagaland,2021,3,dimapur district,727702,2201388248.147341
8939,nagaland,2021,3,zunheboto district,23265,77798029.09900394
8940,nagaland,2021,3,wokha district,38482,96937646.11476573
8941,nagaland,2021,4,mon district,61436,235277660.255216
8942,nagaland,2021,4,phek district,44854,152644732.57078952
8943,nagaland,2021,4,longleng district,16341,59818503.44606339
8944,nagaland,2021,4,mokokchung district,64765,206715301.32699895
8945,nagaland,2021,4,kiphire district,16058,54423239.57357513
8946,nagaland,2021,4,kohima district,413753,1056357839.8615553
8947,nagaland,2021,4,tuensang district,37106,148350887.52116236
8948,nagaland,2021,4,peren district,22569,71109896.9994169
8949,nagaland,2021,4,dimapur district,886146,2741781159.760858
8950,nagaland,2021,4,zunheboto district,25944,81774057.90065697
8951,nagaland,2021,4,wokha district,42511,130830504.92018619
8952,nagaland,2022,1,mon district,66833,240110588.13301897
8953,nagaland,2022,1,phek district,44704,145342038.73462996
8954,nagaland,2022,1,longleng district,17513,56264190.28859668
8955,nagaland,2022,1,mokokchung district,68366,207590215.00972393
8956,nagaland,2022,1,kiphire district,17406,57722840.11187023
8957,nagaland,2022,1,kohima district,457809,1127446949.5241609
8958,nagaland,2022,1,tuensang district,40524,151138444.11246046
8959,nagaland,2022,1,peren district,24401,75586065.95644663
8960,nagaland,2022,1,dimapur district,1111352,3258683919.8470516
8961,nagaland,2022,1,zunheboto district,28736,88839937.40705831
8962,nagaland,2022,1,wokha district,48308,136226519.77073425
8963,nagaland,2022,2,mon district,69381,223341368.04423907
8964,nagaland,2022,2,phek district,47255,163573534.549313
8965,nagaland,2022,2,longleng district,17247,53281628.24919191
8966,nagaland,2022,2,mokokchung district,77214,244058058.36301708
8967,nagaland,2022,2,kiphire district,20492,71074150.21954788
8968,nagaland,2022,2,kohima district,308395,886866183.2238915
8969,nagaland,2022,2,tuensang district,45170,164759286.59289965
8970,nagaland,2022,2,peren district,24587,76072297.54603858
8971,nagaland,2022,2,dimapur district,1334969,3611270476.50131
8972,nagaland,2022,2,zunheboto district,32898,100740614.93631895
8973,nagaland,2022,2,wokha district,53721,145247750.7945045
8974,nagaland,2022,3,mon district,68148,217924271.27222455
8975,nagaland,2022,3,phek district,45816,151822055.76958296
8976,nagaland,2022,3,longleng district,15346,48028740.50388672
8977,nagaland,2022,3,mokokchung district,81244,249065125.49735782
8978,nagaland,2022,3,kiphire district,19352,63372092.9637181
8979,nagaland,2022,3,kohima district,390575,1084969826.96707
8980,nagaland,2022,3,tuensang district,44657,158205190.5951551
8981,nagaland,2022,3,peren district,24443,79886712.62073797
8982,nagaland,2022,3,dimapur district,1094753,3023858206.1614122
8983,nagaland,2022,3,zunheboto district,30504,94302709.04675612
8984,nagaland,2022,3,wokha district,79275,192965563.65293062
8985,nagaland,2022,4,mon district,76894,266072328.12832496
8986,nagaland,2022,4,phek district,43589,150669221.6468988
8987,nagaland,2022,4,longleng district,17482,54513835.00683938
8988,nagaland,2022,4,mokokchung district,79409,280130670.37197715
8989,nagaland,2022,4,kiphire district,19928,66609982.69936785
8990,nagaland,2022,4,kohima district,396318,1086767701.7674205
8991,nagaland,2022,4,tuensang district,44176,177953210.26442176
8992,nagaland,2022,4,peren district,24353,76706538.54194441
8993,nagaland,2022,4,dimapur district,1632985,4411217834.641218
8994,nagaland,2022,4,zunheboto district,29697,102825390.6874178
8995,nagaland,2022,4,wokha district,111374,296499670.55821544
8996,odisha,2018,1,rayagada district,57875,63041849.54983255
8997,odisha,2018,1,koraput district,64106,87612627.38374957
8998,odisha,2018,1,malkangiri district,12181,13922771.654664017
8999,odisha,2018,1,sambalpur district,135539,130860854.95753448
9000,odisha,2018,1,kalahandi district,101889,56923003.74994819
9001,odisha,2018,1,anugul district,173164,139694643.55029076
9002,odisha,2018,1,ganjam district,399549,379358026.2266699
9003,odisha,2018,1,jajapur district,362382,204373666.27913067
9004,odisha,2018,1,bargarh district,100526,69991391.85670178
9005,odisha,2018,1,dhenkanal district,170704,110743455.97829723
9006,odisha,2018,1,bhadrak district,279644,187375014.25093254
9007,odisha,2018,1,nuapada district,22483,16219184.747249335
9008,odisha,2018,1,kendujhar district,259941,196242627.59467983
9009,odisha,2018,1,mayurbhanj district,208105,151786389.20530617
9010,odisha,2018,1,jharsuguda district,85127,99628072.57447763
9011,odisha,2018,1,kandhamal district,31647,27561407.78923364
9012,odisha,2018,1,deogarh district,22191,17727797.112559356
9013,odisha,2018,1,sundargarh district,193041,185365810.08196718
9014,odisha,2018,1,jagatsinghapur district,226525,119770991.43254161
9015,odisha,2018,1,balangir district,122127,99039589.98749083
9016,odisha,2018,1,baleshwar district,469068,306223509.1455674
9017,odisha,2018,1,puri district,279071,173702320.317419
9018,odisha,2018,1,sonepur district,65573,33907648.68154905
9019,odisha,2018,1,khordha district,1013916,1064565482.4430823
9020,odisha,2018,1,boudh district,23736,20293882.499208704
9021,odisha,2018,1,gajapati district,27344,28674112.963607132
9022,odisha,2018,1,nayagarh district,195162,109752751.4176215
9023,odisha,2018,1,nabarangpur district,29925,32425549.032544628
9024,odisha,2018,1,kendrapara district,189692,109453626.87180772
9025,odisha,2018,1,cuttack district,487588,391394151.55179805
9026,odisha,2018,2,rayagada district,78405,133934305.0941247
9027,odisha,2018,2,koraput district,97339,163322729.95992735
9028,odisha,2018,2,malkangiri district,18334,31113526.612936266
9029,odisha,2018,2,sambalpur district,183165,243114979.82241705
9030,odisha,2018,2,kalahandi district,127537,110202063.26568079
9031,odisha,2018,2,anugul district,239863,251270632.8081957
9032,odisha,2018,2,ganjam district,516556,659317553.0568262
9033,odisha,2018,2,jajapur district,516443,374915596.3622368
9034,odisha,2018,2,bargarh district,148693,142274687.80496913
9035,odisha,2018,2,dhenkanal district,250503,196983337.3218306
9036,odisha,2018,2,bhadrak district,401149,370601551.17362
9037,odisha,2018,2,nuapada district,28460,31977887.611119263
9038,odisha,2018,2,kendujhar district,354756,396095822.9971422
9039,odisha,2018,2,mayurbhanj district,309322,308804358.7495179
9040,odisha,2018,2,jharsuguda district,122539,200645039.84701014
9041,odisha,2018,2,kandhamal district,42540,53127566.02930246
9042,odisha,2018,2,deogarh district,27938,25744655.72793788
9043,odisha,2018,2,sundargarh district,261219,347365611.29012877
9044,odisha,2018,2,jagatsinghapur district,352035,213321220.3055919
9045,odisha,2018,2,balangir district,184848,225892711.29741782
9046,odisha,2018,2,baleshwar district,711772,628176565.8703398
9047,odisha,2018,2,puri district,399081,317753882.2036277
9048,odisha,2018,2,sonepur district,100367,72953022.99574599
9049,odisha,2018,2,khordha district,1344202,1738879066.970015
9050,odisha,2018,2,boudh district,35158,30803139.07787043
9051,odisha,2018,2,gajapati district,34342,53091301.97845738
9052,odisha,2018,2,nayagarh district,271194,186571949.00942016
9053,odisha,2018,2,nabarangpur district,42799,70788054.16027857
9054,odisha,2018,2,kendrapara district,253791,205735327.47078633
9055,odisha,2018,2,cuttack district,703794,703532192.7454895
9056,odisha,2018,3,rayagada district,153782,221366403.54383555
9057,odisha,2018,3,koraput district,190128,309493417.8350831
9058,odisha,2018,3,malkangiri district,33813,66126775.35538447
9059,odisha,2018,3,sambalpur district,516882,509785806.67046696
9060,odisha,2018,3,kalahandi district,317849,275641643.341962
9061,odisha,2018,3,anugul district,788980,629540966.2196767
9062,odisha,2018,3,ganjam district,1634313,1488758261.4624352
9063,odisha,2018,3,jajapur district,1897103,1217205290.9252758
9064,odisha,2018,3,bargarh district,475249,355106412.1943749
9065,odisha,2018,3,dhenkanal district,1546536,893325822.9390368
9066,odisha,2018,3,bhadrak district,1431437,1105939240.7227635
9067,odisha,2018,3,nuapada district,71512,88353387.44027391
9068,odisha,2018,3,kendujhar district,1247010,1007991207.6659348
9069,odisha,2018,3,mayurbhanj district,1007920,778424664.2122172
9070,odisha,2018,3,jharsuguda district,295910,500399017.99309593
9071,odisha,2018,3,kandhamal district,86499,102126788.89644672
9072,odisha,2018,3,deogarh district,79892,62546408.53513194
9073,odisha,2018,3,sundargarh district,607564,679466472.395373
9074,odisha,2018,3,jagatsinghapur district,914194,602444546.8981619
9075,odisha,2018,3,balangir district,398755,451445683.5316338
9076,odisha,2018,3,baleshwar district,3746440,2480538495.3597507
9077,odisha,2018,3,puri district,1434318,948651181.6266804
9078,odisha,2018,3,sonepur district,430291,286967512.2910415
9079,odisha,2018,3,khordha district,5333443,4389717266.977921
9080,odisha,2018,3,boudh district,142876,101294236.07840069
9081,odisha,2018,3,gajapati district,88201,99259597.44691782
9082,odisha,2018,3,nayagarh district,1140437,672431075.2136058
9083,odisha,2018,3,nabarangpur district,74791,131705572.2801894
9084,odisha,2018,3,kendrapara district,940408,590088339.5304233
9085,odisha,2018,3,cuttack district,3025622,2048374280.000453
9086,odisha,2018,4,rayagada district,210620,375733700.0966269
9087,odisha,2018,4,koraput district,217814,450336283.85006404
9088,odisha,2018,4,malkangiri district,48825,111333626.42487808
9089,odisha,2018,4,sambalpur district,496780,656698191.7778965
9090,odisha,2018,4,kalahandi district,319594,366703031.77118087
9091,odisha,2018,4,anugul district,603596,741924970.0601255
9092,odisha,2018,4,ganjam district,1402146,1733900621.6234186
9093,odisha,2018,4,jajapur district,1228698,1110622397.2154818
9094,odisha,2018,4,bargarh district,368823,397273620.1985332
9095,odisha,2018,4,dhenkanal district,736715,606485615.306731
9096,odisha,2018,4,bhadrak district,1048520,1040836292.0215917
